HGHT,TEMP,PRES,RELH,DRCT,SPED
15348,-67.4,139.2,12,68,10.1
15352,-67.4,139.1,12,68,10.1
15356,-67.4,139,12,68,10
15360,-67.4,138.9,12,68,10
15364,-67.4,138.8,12,68,10
15368,-67.4,138.7,12,68,9.9
15372,-67.5,138.7,12,68,9.9
15375,-67.5,138.6,12,68,9.8
15379,-67.5,138.5,12,68,9.8
15383,-67.6,138.4,12,68,9.7
15387,-67.6,138.3,12,68,9.7
15391,-67.6,138.2,13,68,9.6
15395,-67.6,138.1,13,68,9.6
15399,-67.6,138,13,68,9.5
15403,-67.7,138,13,68,9.5
15406,-67.7,137.9,13,68,9.4
15410,-67.7,137.8,13,68,9.4
15414,-67.7,137.7,13,68,9.3
15417,-67.7,137.6,13,68,9.3
15421,-67.7,137.5,13,68,9.2
15425,-67.8,137.4,13,68,9.2
15429,-67.8,137.3,13,68,9.1
15433,-67.8,137.3,13,68,9.1
15437,-67.9,137.2,13,68,9
15442,-67.9,137.1,13,68,9
15446,-67.9,137,13,68,8.9
15450,-67.9,136.9,13,68,8.9
15454,-67.9,136.8,13,68,8.8
15458,-67.9,136.7,13,68,8.8
15462,-67.9,136.6,14,68,8.8
15466,-67.9,136.5,14,68,8.7
15470,-68,136.4,14,69,8.7
15474,-68,136.3,14,69,8.6
15478,-68,136.2,14,69,8.6
15482,-68,136.1,14,69,8.6
15486,-68,136.1,14,69,8.5
15490,-68.1,136,14,69,8.5
15494,-68.1,135.9,14,69,8.5
15498,-68.1,135.8,14,70,8.4
15502,-68.2,135.7,14,70,8.4
15507,-68.2,135.6,14,70,8.3
15511,-68.2,135.5,14,70,8.3
15515,-68.2,135.4,14,70,8.3
15519,-68.3,135.3,14,70,8.3
15523,-68.3,135.2,14,71,8.2
15527,-68.3,135.1,15,71,8.2
15531,-68.4,135,15,71,8.2
15535,-68.5,134.9,15,71,8.1
15539,-68.5,134.8,15,71,8.1
15543,-68.5,134.8,15,71,8.1
15548,-68.5,134.7,15,72,8.1
15552,-68.5,134.6,15,72,8.1
15556,-68.5,134.5,15,72,8
15560,-68.6,134.4,15,72,8
15564,-68.6,134.3,15,72,8
15568,-68.7,134.2,15,73,8
15572,-68.7,134.1,15,73,8
15576,-68.8,134,16,73,8
15580,-68.9,133.9,16,73,8
15583,-68.9,133.9,16,73,8
15587,-68.9,133.8,16,74,8
15591,-68.9,133.7,16,74,8
15595,-68.9,133.6,16,74,8
15599,-69,133.5,16,74,8
15603,-69,133.4,16,75,8
15607,-69,133.3,16,75,8
15611,-69,133.2,16,75,8
15616,-69.1,133.1,17,75,8
15620,-69.1,133,17,75,8.1
15624,-69.1,133,17,76,8.1
15628,-69.2,132.9,17,76,8.1
15632,-69.2,132.8,17,76,8.1
15636,-69.2,132.7,17,76,8.1
15640,-69.3,132.6,17,76,8.1
15644,-69.3,132.5,17,76,8.1
15648,-69.4,132.4,17,76,8.2
15652,-69.4,132.3,18,77,8.2
15656,-69.4,132.3,18,77,8.2
15660,-69.4,132.2,18,77,8.2
15664,-69.4,132.1,18,77,8.2
15668,-69.5,132,18,77,8.2
15672,-69.5,131.9,18,77,8.2
15676,-69.6,131.8,18,77,8.2
15680,-69.6,131.7,18,77,8.2
15684,-69.6,131.6,18,77,8.2
15688,-69.6,131.5,18,77,8.3
15692,-69.7,131.4,18,77,8.3
15696,-69.7,131.4,19,77,8.3
15699,-69.8,131.3,19,77,8.3
15704,-69.8,131.2,19,77,8.3
15708,-69.9,131.1,19,77,8.3
15712,-69.9,131,19,77,8.3
15716,-69.9,130.9,19,77,8.3
15720,-69.9,130.8,19,77,8.4
15723,-70,130.8,19,77,8.4
15727,-70,130.7,19,77,8.4
15731,-70,130.6,19,76,8.4
15736,-70.1,130.5,19,76,8.5
15740,-70.1,130.4,19,76,8.5
15744,-70.1,130.3,19,76,8.5
15748,-70.2,130.2,19,76,8.6
15752,-70.2,130.1,19,76,8.6
15756,-70.2,130,19,76,8.6
15760,-70.3,129.9,19,76,8.7
15765,-70.3,129.9,19,76,8.7
15769,-70.4,129.8,19,76,8.7
15773,-70.4,129.7,19,76,8.8
15777,-70.4,129.6,19,76,8.8
15781,-70.5,129.5,19,76,8.9
15785,-70.5,129.4,19,76,8.9
15789,-70.5,129.3,19,76,9
15793,-70.5,129.2,19,76,9
15797,-70.6,129.1,19,76,9
15801,-70.7,129.1,19,76,9.1
15805,-70.7,129,20,76,9.1
15809,-70.8,128.9,20,76,9.1
15813,-70.8,128.8,20,76,9.2
15817,-70.9,128.7,20,76,9.2
15821,-70.9,128.6,20,76,9.3
15824,-70.9,128.6,20,76,9.3
15828,-71,128.5,20,76,9.3
15832,-71,128.4,20,76,9.3
15835,-71.1,128.3,20,76,9.4
15839,-71.1,128.2,20,76,9.4
15843,-71.1,128.1,20,76,9.4
15847,-71.2,128.1,20,76,9.5
15850,-71.2,128,20,76,9.5
15855,-71.2,127.9,20,76,9.5
15859,-71.3,127.8,20,76,9.5
15863,-71.3,127.7,20,76,9.5
15867,-71.4,127.6,20,77,9.5
15871,-71.4,127.5,20,77,9.6
15875,-71.4,127.5,21,77,9.6
15879,-71.4,127.4,21,77,9.6
15883,-71.5,127.3,21,77,9.6
15887,-71.5,127.2,21,77,9.6
15891,-71.6,127.1,21,77,9.6
15896,-71.6,127,21,77,9.6
15900,-71.6,126.9,21,77,9.6
15903,-71.7,126.8,21,77,9.7
15907,-71.7,126.8,21,77,9.7
15911,-71.8,126.7,21,77,9.7
15915,-71.8,126.6,21,77,9.7
15918,-71.9,126.5,22,77,9.7
15922,-71.9,126.4,22,77,9.7
15927,-71.9,126.3,22,77,9.7
15931,-71.9,126.3,22,77,9.7
15934,-71.9,126.2,22,77,9.8
15938,-71.9,126.1,22,77,9.8
15942,-71.9,126,22,78,9.8
15946,-72,125.9,22,78,9.8
15950,-72,125.8,23,78,9.8
15954,-72.1,125.7,23,78,9.8
15958,-72.1,125.7,23,78,9.9
15962,-72.1,125.6,23,78,9.9
15966,-72.1,125.5,23,78,9.9
15970,-72.2,125.4,23,79,9.9
15974,-72.2,125.3,23,79,9.9
15978,-72.2,125.2,24,79,9.9
15982,-72.3,125.2,24,79,9.9
15986,-72.3,125.1,24,79,9.9
15990,-72.3,125,24,79,9.9
15994,-72.3,124.9,24,80,9.9
15997,-72.4,124.8,24,80,9.9
16001,-72.4,124.8,25,80,9.9
16005,-72.4,124.7,25,80,9.9
16009,-72.4,124.6,25,80,9.9
16014,-72.4,124.5,25,80,9.8
16017,-72.4,124.4,25,80,9.8
16021,-72.4,124.3,25,81,9.7
16025,-72.5,124.3,25,81,9.7
16029,-72.5,124.2,26,81,9.7
16033,-72.6,124.1,26,81,9.6
16037,-72.6,124,26,81,9.5
16041,-72.6,123.9,26,81,9.5
16045,-72.6,123.8,26,81,9.4
16049,-72.6,123.7,26,81,9.3
16053,-72.7,123.7,26,81,9.3
16057,-72.7,123.6,26,81,9.2
16060,-72.7,123.5,26,81,9.1
16064,-72.7,123.4,26,82,9.1
16068,-72.7,123.3,27,82,9
16072,-72.7,123.2,27,82,8.9
16076,-72.8,123.2,27,82,8.8
16080,-72.8,123.1,27,82,8.8
16084,-72.9,123,27,82,8.7
16088,-72.9,122.9,27,82,8.6
16092,-72.9,122.8,27,82,8.6
16096,-72.9,122.8,27,82,8.5
16099,-73,122.7,27,83,8.5
16103,-73,122.6,27,83,8.4
16107,-73,122.5,27,83,8.4
16112,-73,122.4,27,83,8.4
16116,-73.1,122.3,28,83,8.3
16120,-73.1,122.3,28,84,8.3
16124,-73.1,122.2,28,84,8.3
16128,-73.1,122.1,28,84,8.3
16132,-73.1,122,28,84,8.3
16136,-73.1,121.9,28,84,8.3
16140,-73.1,121.8,28,85,8.3
16144,-73.2,121.8,28,85,8.3
16148,-73.2,121.7,28,85,8.3
16152,-73.2,121.6,28,85,8.3
16156,-73.2,121.5,28,86,8.3
16160,-73.3,121.4,28,86,8.3
16163,-73.3,121.3,28,86,8.3
16167,-73.4,121.3,28,86,8.4
16171,-73.4,121.2,28,86,8.4
16175,-73.5,121.1,28,86,8.4
16179,-73.5,121,28,86,8.4
16183,-73.5,120.9,28,86,8.5
16187,-73.5,120.9,28,87,8.5
16191,-73.6,120.8,28,87,8.5
16195,-73.6,120.7,28,87,8.5
16199,-73.6,120.6,28,87,8.6
16203,-73.6,120.5,28,87,8.6
16207,-73.6,120.4,28,87,8.6
16211,-73.7,120.4,28,87,8.6
16215,-73.7,120.3,28,87,8.7
16219,-73.7,120.2,28,87,8.7
16222,-73.8,120.1,29,87,8.7
16226,-73.8,120,29,87,8.7
16230,-73.8,120,29,87,8.7
16234,-73.9,119.9,29,87,8.7
16238,-73.9,119.8,29,87,8.7
16242,-73.9,119.7,29,88,8.7
16246,-73.9,119.6,29,88,8.7
16250,-73.9,119.6,29,88,8.7
16254,-73.9,119.5,29,88,8.7
16258,-73.9,119.4,29,88,8.7
16262,-73.9,119.3,29,88,8.7
16266,-74,119.2,29,89,8.7
16270,-74,119.1,29,89,8.7
16274,-74,119.1,29,89,8.7
16278,-74,119,29,89,8.7
16281,-74,118.9,29,89,8.7
16285,-74,118.8,29,90,8.7
16289,-74.1,118.8,29,90,8.7
16293,-74.1,118.7,29,90,8.7
16297,-74.1,118.6,29,90,8.7
16301,-74.2,118.5,29,91,8.7
16305,-74.2,118.4,29,91,8.7
16309,-74.2,118.4,29,91,8.7
16313,-74.2,118.3,29,91,8.7
16317,-74.3,118.2,29,91,8.7
16320,-74.3,118.1,29,92,8.7
16324,-74.3,118.1,28,92,8.7
16327,-74.3,118,28,92,8.7
16331,-74.4,117.9,28,92,8.7
16335,-74.4,117.8,28,92,8.7
16339,-74.4,117.8,28,92,8.7
16343,-74.5,117.7,28,93,8.7
16347,-74.5,117.6,28,93,8.7
16351,-74.5,117.5,28,93,8.7
16354,-74.5,117.4,28,93,8.7
16358,-74.6,117.4,28,93,8.7
16361,-74.6,117.3,28,93,8.7
16364,-74.7,117.2,28,93,8.7
16368,-74.7,117.2,28,93,8.7
16372,-74.8,117.1,28,93,8.7
16375,-74.8,117,28,94,8.7
16379,-74.8,116.9,28,94,8.7
16383,-74.8,116.9,28,94,8.7
16387,-74.8,116.8,28,94,8.7
16391,-74.9,116.7,28,94,8.7
16395,-74.9,116.6,28,94,8.7
16399,-75,116.5,28,94,8.7
16403,-75,116.5,28,94,8.7
16407,-75,116.4,28,94,8.7
16411,-75,116.3,27,95,8.7
16414,-75.1,116.2,27,95,8.7
16417,-75.1,116.2,27,95,8.7
16421,-75.1,116.1,27,95,8.7
16424,-75.1,116,27,95,8.7
16428,-75.2,116,27,96,8.7
16432,-75.2,115.9,27,96,8.7
16436,-75.2,115.8,27,96,8.7
16440,-75.2,115.7,27,96,8.8
16444,-75.2,115.6,26,97,8.8
16448,-75.2,115.6,26,97,8.8
16452,-75.2,115.5,26,97,8.8
16456,-75.3,115.4,26,97,8.8
16460,-75.3,115.3,26,98,8.8
16463,-75.4,115.3,26,98,8.8
16467,-75.4,115.2,26,98,8.9
16471,-75.4,115.1,26,99,8.9
16475,-75.4,115,26,99,8.9
16478,-75.4,115,26,99,8.9
16482,-75.4,114.9,26,100,8.9
16486,-75.4,114.8,25,100,9
16489,-75.5,114.7,25,100,9
16493,-75.5,114.7,25,100,9
16497,-75.5,114.6,25,100,9
16500,-75.5,114.5,25,101,9
16504,-75.5,114.5,25,101,9
16507,-75.5,114.4,25,101,9
16511,-75.5,114.3,25,101,9
16515,-75.5,114.2,25,101,9
16518,-75.5,114.2,25,101,9
16522,-75.5,114.1,24,101,9
16526,-75.5,114,24,101,9
16529,-75.5,113.9,24,101,9
16533,-75.5,113.9,24,101,9
16537,-75.5,113.8,24,101,9
16540,-75.5,113.7,24,101,8.9
16544,-75.5,113.7,24,101,8.9
16548,-75.5,113.6,24,100,8.9
16551,-75.6,113.5,24,100,8.9
16555,-75.6,113.4,24,100,8.9
16558,-75.6,113.4,24,100,8.8
16562,-75.6,113.3,24,100,8.8
16566,-75.6,113.2,24,100,8.8
16570,-75.6,113.1,24,99,8.8
16573,-75.7,113.1,23,99,8.8
16577,-75.7,113,23,99,8.8
16581,-75.7,112.9,23,99,8.7
16585,-75.7,112.9,23,99,8.7
16588,-75.7,112.8,23,98,8.7
16592,-75.7,112.7,23,98,8.7
16596,-75.8,112.6,23,98,8.7
16599,-75.8,112.6,23,98,8.7
16603,-75.8,112.5,23,98,8.7
16606,-75.8,112.4,23,97,8.7
16610,-75.8,112.4,23,97,8.6
16613,-75.9,112.3,23,97,8.6
16617,-75.9,112.2,23,97,8.6
16621,-75.9,112.2,23,97,8.6
16625,-76,112.1,23,97,8.6
16629,-76.1,112,23,96,8.6
16633,-76.1,111.9,23,96,8.5
16637,-76.1,111.8,24,96,8.5
16640,-76.2,111.8,24,96,8.5
16644,-76.2,111.7,24,95,8.4
16648,-76.2,111.6,24,95,8.4
16651,-76.2,111.6,24,95,8.4
16655,-76.2,111.5,24,94,8.3
16659,-76.2,111.4,24,94,8.3
16662,-76.2,111.4,24,93,8.2
16666,-76.3,111.3,24,93,8.2
16669,-76.3,111.2,24,93,8.1
16673,-76.3,111.1,24,92,8.1
16678,-76.4,111.1,24,92,8
16682,-76.4,111,24,91,8
16685,-76.4,110.9,24,91,7.9
16689,-76.4,110.8,24,90,7.9
16693,-76.4,110.8,24,90,7.8
16696,-76.4,110.7,24,89,7.8
16700,-76.5,110.6,24,89,7.7
16704,-76.5,110.5,24,88,7.7
16708,-76.5,110.5,25,88,7.7
16713,-76.5,110.4,25,88,7.6
16717,-76.5,110.3,25,87,7.6
16721,-76.5,110.2,25,87,7.6
16725,-76.6,110.2,25,87,7.5
16728,-76.6,110.1,25,87,7.5
16732,-76.6,110,25,86,7.5
16736,-76.6,109.9,25,86,7.5
16740,-76.6,109.9,25,86,7.4
16743,-76.7,109.8,25,86,7.4
16747,-76.7,109.7,25,86,7.4
16751,-76.7,109.6,25,86,7.4
16755,-76.8,109.6,25,86,7.4
16759,-76.8,109.5,25,86,7.4
16762,-76.8,109.4,25,86,7.3
16766,-76.9,109.4,25,86,7.3
16770,-76.9,109.3,26,86,7.3
16774,-77,109.2,26,86,7.3
16778,-77,109.1,26,86,7.3
16782,-77,109.1,26,86,7.3
16786,-77,109,26,86,7.3
16790,-77,108.9,26,87,7.3
16794,-77,108.8,26,87,7.2
16798,-77,108.8,26,87,7.2
16802,-77.1,108.7,26,87,7.2
16805,-77.1,108.6,26,88,7.2
16809,-77.2,108.6,26,88,7.1
16812,-77.3,108.5,26,88,7.1
16815,-77.3,108.4,26,88,7.1
16819,-77.3,108.4,26,89,7.1
16823,-77.3,108.3,26,89,7
16827,-77.3,108.2,26,89,7
16831,-77.3,108.1,26,90,7
16835,-77.3,108.1,26,90,6.9
16838,-77.3,108,26,90,6.9
16842,-77.4,107.9,26,91,6.8
16846,-77.4,107.9,26,91,6.8
16850,-77.4,107.8,26,91,6.8
16854,-77.3,107.7,26,91,6.7
16858,-77.3,107.6,26,92,6.7
16862,-77.3,107.5,26,92,6.6
16866,-77.3,107.5,26,92,6.6
16870,-77.3,107.4,26,93,6.5
16873,-77.3,107.3,26,93,6.5
16877,-77.3,107.3,26,94,6.5
16881,-77.3,107.2,26,94,6.4
16885,-77.3,107.1,26,94,6.4
16889,-77.4,107,26,95,6.4
16893,-77.4,107,26,95,6.3
16897,-77.4,106.9,26,96,6.3
16901,-77.4,106.8,26,96,6.3
16905,-77.4,106.8,26,97,6.2
16908,-77.4,106.7,26,98,6.2
16912,-77.4,106.6,26,98,6.2
16916,-77.5,106.5,26,99,6.2
16920,-77.5,106.5,26,99,6.1
16924,-77.5,106.4,26,100,6.1
16928,-77.5,106.3,26,100,6.1
16932,-77.5,106.2,26,101,6.1
16936,-77.5,106.2,26,102,6.1
16941,-77.6,106.1,26,102,6
16944,-77.6,106,26,103,6
16948,-77.7,105.9,26,104,6
16952,-77.7,105.9,26,104,6
16956,-77.7,105.8,26,105,6
16959,-77.7,105.7,26,106,6
16963,-77.7,105.7,26,106,6
16967,-77.7,105.6,26,107,5.9
16971,-77.7,105.5,26,107,5.9
16975,-77.8,105.4,26,108,5.9
16979,-77.8,105.4,26,108,5.9
16984,-77.9,105.3,26,109,5.9
16988,-77.9,105.2,26,109,5.8
16992,-77.9,105.1,26,109,5.8
16996,-77.9,105.1,26,109,5.8
17000,-77.9,105,26,110,5.8
17004,-77.9,104.9,26,110,5.7
17008,-77.9,104.8,26,110,5.7
17012,-77.9,104.8,26,110,5.7
17016,-78,104.7,26,110,5.7
17020,-78,104.6,26,110,5.6
17024,-78,104.5,26,110,5.6
17028,-78.1,104.5,26,110,5.6
17032,-78.1,104.4,26,110,5.6
17036,-78.1,104.3,26,110,5.5
17040,-78.1,104.3,26,110,5.5
17043,-78.1,104.2,26,110,5.5
17047,-78.1,104.1,26,110,5.5
17051,-78.1,104.1,26,110,5.5
17055,-78.1,104,26,110,5.5
17059,-78.1,103.9,26,110,5.5
17063,-78.1,103.8,26,110,5.5
17067,-78.2,103.8,26,110,5.5
17071,-78.2,103.7,26,110,5.5
17074,-78.3,103.6,26,110,5.5
17078,-78.3,103.6,26,111,5.6
17081,-78.3,103.5,26,111,5.6
17085,-78.3,103.4,26,111,5.6
17089,-78.3,103.4,26,111,5.6
17093,-78.3,103.3,26,112,5.6
17097,-78.4,103.2,26,112,5.7
17101,-78.4,103.1,26,112,5.7
17105,-78.5,103.1,26,113,5.8
17109,-78.5,103,26,113,5.8
17113,-78.5,102.9,26,113,5.8
17117,-78.5,102.9,26,114,5.9
17121,-78.5,102.8,26,114,5.9
17125,-78.5,102.7,26,115,6
17129,-78.6,102.6,26,115,6
17133,-78.6,102.6,26,116,6
17137,-78.6,102.5,26,116,6.1
17141,-78.6,102.4,26,116,6.1
17145,-78.6,102.3,26,117,6.1
17149,-78.6,102.3,26,117,6.2
17153,-78.6,102.2,26,118,6.2
17157,-78.6,102.1,26,118,6.2
17161,-78.6,102.1,26,119,6.2
17165,-78.6,102,26,119,6.3
17169,-78.6,101.9,26,120,6.3
17173,-78.5,101.8,26,120,6.3
17178,-78.5,101.8,26,120,6.3
17182,-78.5,101.7,26,121,6.3
17186,-78.5,101.6,26,121,6.2
17190,-78.6,101.5,26,122,6.2
17194,-78.6,101.5,26,122,6.2
17198,-78.6,101.4,26,123,6.2
17202,-78.6,101.3,26,123,6.1
17206,-78.7,101.3,26,124,6.1
17210,-78.7,101.2,26,124,6.1
17214,-78.7,101.1,26,125,6
17217,-78.7,101.1,26,125,6
17221,-78.7,101,26,125,5.9
17225,-78.8,100.9,26,126,5.9
17230,-78.8,100.8,26,126,5.8
17234,-78.8,100.8,26,127,5.8
17238,-78.8,100.7,26,127,5.7
17242,-78.8,100.6,26,127,5.7
17246,-78.8,100.6,26,128,5.6
17250,-78.8,100.5,26,128,5.5
17254,-78.8,100.4,26,128,5.5
17258,-78.8,100.3,26,129,5.4
17262,-78.8,100.3,26,129,5.3
17266,-78.8,100.2,25,129,5.3
17270,-78.8,100.1,25,129,5.2
17274,-78.8,100.1,25,130,5.2
17278,-78.8,100,25,130,5.1
17282,-78.8,99.9,25,130,5
17286,-78.8,99.8,25,130,5
17290,-78.9,99.8,25,131,4.9
17294,-78.9,99.7,25,131,4.9
17298,-78.9,99.6,25,131,4.8
17302,-78.9,99.6,25,131,4.8
17306,-78.9,99.5,25,131,4.7
17310,-78.9,99.4,25,132,4.7
17314,-78.9,99.3,25,132,4.6
17318,-78.9,99.3,25,132,4.6
17322,-79,99.2,25,132,4.5
17327,-79,99.1,25,133,4.5
17331,-79,99.1,25,133,4.5
17335,-79.1,99,25,134,4.4
17340,-79.1,98.9,25,134,4.4
17344,-79.2,98.8,25,134,4.3
17347,-79.2,98.8,25,135,4.3
17351,-79.2,98.7,25,135,4.3
17354,-79.2,98.7,25,136,4.2
17358,-79.2,98.6,25,137,4.2
17362,-79.2,98.5,25,137,4.2
17367,-79.2,98.4,25,138,4.1
17371,-79.2,98.4,25,139,4.1
17375,-79.3,98.3,25,140,4
17379,-79.3,98.2,25,141,4
17383,-79.3,98.2,24,142,4
17387,-79.3,98.1,24,143,3.9
17391,-79.3,98,24,144,3.9
17395,-79.4,97.9,24,145,3.8
17400,-79.4,97.9,24,146,3.8
17404,-79.4,97.8,24,148,3.7
17408,-79.5,97.7,24,149,3.7
17412,-79.5,97.7,24,150,3.6
17416,-79.5,97.6,24,152,3.6
17420,-79.5,97.5,24,153,3.5
17424,-79.5,97.4,24,154,3.5
17429,-79.5,97.4,24,156,3.4
17433,-79.5,97.3,24,157,3.3
17437,-79.5,97.2,24,159,3.3
17441,-79.5,97.2,24,160,3.2
17445,-79.5,97.1,24,162,3.2
17449,-79.5,97,24,163,3.1
17453,-79.4,97,24,165,3
17457,-79.4,96.9,24,166,2.9
17461,-79.4,96.8,24,168,2.9
17465,-79.4,96.7,24,169,2.8
17469,-79.5,96.7,23,170,2.7
17473,-79.5,96.6,23,172,2.6
17477,-79.5,96.5,23,173,2.6
17481,-79.5,96.5,23,175,2.5
17485,-79.5,96.4,23,176,2.4
17489,-79.5,96.3,23,177,2.3
17493,-79.5,96.3,23,178,2.2
17497,-79.5,96.2,23,180,2.2
17501,-79.5,96.1,23,181,2.1
17505,-79.4,96.1,23,182,2
17509,-79.4,96,23,183,2
17513,-79.4,95.9,23,184,1.9
17517,-79.4,95.9,23,185,1.8
17521,-79.4,95.8,23,187,1.8
17525,-79.4,95.7,23,188,1.7
17529,-79.4,95.7,23,189,1.6
17533,-79.4,95.6,23,190,1.6
17537,-79.3,95.5,23,191,1.5
17541,-79.3,95.5,23,191,1.5
17545,-79.3,95.4,23,192,1.4
17550,-79.3,95.3,23,193,1.4
17553,-79.2,95.3,23,194,1.4
17557,-79.2,95.2,23,194,1.3
17561,-79.2,95.1,23,195,1.3
17565,-79.2,95.1,23,195,1.3
17569,-79.2,95,23,195,1.3
17573,-79.2,94.9,23,195,1.2
17577,-79.1,94.9,23,195,1.2
17580,-79.1,94.8,23,195,1.2
17584,-79.1,94.7,23,194,1.1
17588,-79.1,94.7,23,193,1.1
17592,-79.1,94.6,23,192,1.1
17596,-79.1,94.5,23,191,1.1
17600,-79,94.5,23,190,1
17604,-79,94.4,23,188,1
17608,-79,94.3,23,186,1
17611,-79,94.3,23,183,0.9
17615,-79,94.2,22,180,0.9
17619,-79,94.2,22,177,0.9
17623,-79.1,94.1,22,173,0.8
17628,-79.1,94,22,168,0.8
17632,-79.1,93.9,22,163,0.7
17636,-79.1,93.9,22,157,0.7
17640,-79.1,93.8,22,151,0.7
17643,-79.1,93.8,22,143,0.7
17647,-79.2,93.7,22,136,0.7
17651,-79.2,93.6,22,128,0.7
17655,-79.2,93.6,22,120,0.7
17659,-79.3,93.5,22,113,0.8
17663,-79.3,93.4,22,106,0.8
17668,-79.3,93.4,22,100,0.9
17672,-79.3,93.3,22,94,0.9
17676,-79.4,93.2,22,89,1
17680,-79.4,93.2,22,85,1.1
17684,-79.4,93.1,22,81,1.1
17688,-79.5,93,22,78,1.2
17692,-79.5,93,22,75,1.3
17696,-79.5,92.9,22,72,1.4
17701,-79.5,92.8,22,70,1.5
17705,-79.5,92.7,22,68,1.6
17709,-79.5,92.7,22,67,1.7
17713,-79.5,92.6,22,65,1.8
17717,-79.6,92.6,22,64,1.9
17721,-79.6,92.5,22,63,2
17725,-79.7,92.4,22,62,2.1
17729,-79.7,92.3,22,61,2.2
17733,-79.7,92.3,22,61,2.3
17737,-79.8,92.2,22,60,2.5
17741,-79.8,92.2,22,59,2.6
17745,-79.8,92.1,22,59,2.7
17748,-79.8,92,22,59,2.8
17753,-79.8,92,22,58,2.9
17757,-79.8,91.9,22,58,3
17761,-79.8,91.8,22,58,3.1
17765,-79.8,91.8,22,58,3.2
17769,-79.8,91.7,22,58,3.3
17773,-79.8,91.6,22,57,3.4
17777,-79.8,91.6,22,57,3.5
17781,-79.9,91.5,22,57,3.6
17785,-79.9,91.4,22,57,3.7
17789,-80,91.4,22,57,3.8
17792,-80,91.3,22,56,3.9
17797,-80,91.3,22,56,4
17801,-80,91.2,22,56,4.1
17806,-80,91.1,22,56,4.2
17810,-80,91,22,55,4.3
17814,-80.1,91,22,55,4.4
17817,-80.1,90.9,22,55,4.5
17821,-80.1,90.9,22,55,4.6
17825,-80.2,90.8,21,54,4.7
17829,-80.2,90.7,21,54,4.8
17833,-80.2,90.7,22,54,4.9
17837,-80.2,90.6,22,53,5
17841,-80.2,90.5,22,53,5.1
17845,-80.2,90.5,22,53,5.2
17849,-80.2,90.4,21,53,5.3
17853,-80.3,90.4,21,52,5.3
17856,-80.3,90.3,21,52,5.4
17860,-80.3,90.2,22,52,5.5
17864,-80.3,90.2,22,52,5.6
17868,-80.3,90.1,22,52,5.7
17872,-80.3,90,22,52,5.8
17876,-80.3,90,22,52,5.8
17880,-80.3,89.9,22,52,5.9
17884,-80.3,89.9,22,52,6
17888,-80.4,89.8,22,52,6.1
17892,-80.4,89.7,22,52,6.2
17896,-80.5,89.7,22,52,6.2
17899,-80.5,89.6,22,52,6.3
17903,-80.5,89.5,22,52,6.4
17907,-80.5,89.5,22,53,6.5
17911,-80.5,89.4,22,53,6.5
17915,-80.6,89.4,22,53,6.6
17919,-80.6,89.3,22,53,6.7
17923,-80.7,89.2,22,54,6.8
17926,-80.7,89.2,22,54,6.8
17930,-80.7,89.1,22,54,6.9
17934,-80.7,89.1,22,55,7
17937,-80.7,89,22,55,7.1
17941,-80.7,89,22,55,7.2
17945,-80.8,88.9,22,55,7.3
17949,-80.8,88.8,22,56,7.4
17953,-80.8,88.8,22,56,7.5
17957,-80.9,88.7,22,56,7.6
17961,-80.9,88.6,22,56,7.7
17965,-80.9,88.6,22,56,7.8
17969,-81,88.5,22,56,7.9
17973,-81,88.4,22,56,8
17977,-81,88.4,22,56,8.1
17981,-80.9,88.3,22,56,8.2
17985,-80.9,88.3,22,56,8.2
17989,-80.9,88.2,22,57,8.3
17993,-81,88.1,22,57,8.4
17997,-81,88.1,22,57,8.5
18000,-81.1,88,22,57,8.6
18004,-81.1,88,22,57,8.6
18008,-81.2,87.9,22,57,8.7
18012,-81.2,87.8,22,57,8.8
18016,-81.2,87.8,22,57,8.8
18020,-81.2,87.7,22,57,8.9
18023,-81.2,87.7,22,57,8.9
18027,-81.3,87.6,22,57,9
18031,-81.3,87.5,22,57,9
18035,-81.3,87.5,22,57,9.1
18039,-81.3,87.4,22,58,9.1
18043,-81.3,87.3,22,58,9.2
18047,-81.4,87.3,22,58,9.2
18051,-81.4,87.2,22,58,9.2
18055,-81.5,87.2,23,59,9.3
18059,-81.5,87.1,23,59,9.3
18063,-81.5,87,23,59,9.3
18066,-81.5,87,23,60,9.4
18070,-81.6,86.9,23,60,9.4
18074,-81.6,86.9,23,61,9.5
18078,-81.6,86.8,23,61,9.5
18082,-81.6,86.7,23,61,9.5
18086,-81.6,86.7,23,62,9.6
18090,-81.7,86.6,23,62,9.6
18093,-81.7,86.6,23,63,9.7
18097,-81.7,86.5,23,63,9.7
18101,-81.7,86.5,23,64,9.8
18105,-81.7,86.4,23,64,9.9
18108,-81.8,86.3,23,65,9.9
18112,-81.8,86.3,23,65,10
18116,-81.8,86.2,23,66,10.1
18119,-81.8,86.2,23,66,10.2
18123,-81.8,86.1,23,67,10.2
18127,-81.9,86.1,23,67,10.3
18130,-81.9,86,23,68,10.4
18134,-81.9,85.9,23,68,10.5
18137,-81.9,85.9,23,68,10.5
18141,-82,85.8,23,69,10.6
18145,-82,85.8,23,69,10.7
18149,-82,85.7,23,70,10.8
18153,-82,85.6,23,70,10.8
18157,-82,85.6,23,71,10.9
18161,-82,85.5,23,71,11
18165,-82.1,85.5,23,71,11
18168,-82.1,85.4,23,72,11.1
